"Performance",,,,,,,,,,,,,,,
"Performance - shows regression in Julia's performance from version 0.8.5+ to version 0.9.0",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"This data generated 30-September-2021 08:35:08",,,,,,,"C:\Projects\VBA-CSV\julia\juliaparsetimes(CSV_version_main_as_of_29-Aug-2021).csv","C:\Projects\VBA-CSV\julia\juliaparsetimes_CSV_version_0.9.0.csv",,,,,,"Chart_1_Time_v_Rows.jpg",
17,0.719057207097576,8192,10,0.247701085715865,0.253495839994866,0.35087491334416,6.56880713696561E-03,8.77543876045629E-03,21,20,15,763,570,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_8192_x_010_Ascii.csv",1482752
17,0.719057207097576,16384,10,0.501324081814594,0.500149554551833,0.810657042843689,1.15658196235639E-02,1.07066381156317E-02,11,11,7,433,467,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_16384_x_010_Ascii.csv",2965504
17,0.719057207097576,32768,10,1.17852928000502,1.0244387833324,1.42025507497601,2.66595749144859E-02,2.78316830644513E-02,5,6,4,188,202,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_32768_x_010_Ascii.csv",5931008
17,0.719057207097576,65536,10,1.87664746671605,1.81649400006669,2.62618709995877,4.39385970433553E-02,5.32234044785195E-02,3,3,2,114,94,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_65536_x_010_Ascii.csv",11862016
17,0.719057207097576,131072,10,3.81468734994996,4.12853300001007,5.92461840016767,0.09294444543344,8.53389845056049E-02,2,2,1,54,59,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_131072_x_010_Ascii.csv",23724032
17,0.719057207097576,262144,10,7.75634850002825,7.80018510017544,10.9761596999597,0.167033330599467,0.17799999796111,1,1,1,30,29,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_262144_x_010_Ascii.csv",47448064
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6.11731976713362
,,,,,,,,,,,,,,,337973.467797437
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Chart_5_Time_v_Cols.jpg",
,,,,,,,,,,,,,,"Parse Time v Num Cols. Log Scales.
8 rows of 16-char fields (no quotes).",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.14","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","CSV.jl
v0.9.0","NCalls
CSVRead
v0.14","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","NCalls
CSV.jl
v0.9.0","File","Size"
16,"xxxxxxxxxxxxxxxx",8,1,2.8283621811257E-04,1.96798618495952E-04,3.16513569618846E-03,2.58935951004344E-04,8.60733344809778E-04,17679,25407,1580,19360,5809,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_001_Ascii.csv",144
16,"xxxxxxxxxxxxxxxx",8,2,2.90899744015791E-04,2.15993472715939E-04,3.24695655840219E-03,2.81674271872007E-04,6.4532782653588E-04,17189,23149,1540,17751,7748,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_002_Ascii.csv",280
16,"xxxxxxxxxxxxxxxx",8,4,3.33229770079523E-04,2.50371583797544E-04,3.39152583063154E-03,3.0484087306426E-04,6.6190097961345E-04,15005,19971,1475,16402,7554,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_004_Ascii.csv",552
16,"xxxxxxxxxxxxxxxx",8,8,5.20951187733548E-04,3.58335875020513E-04,4.14957502080104E-03,3.50803339647793E-04,7.77363184079602E-04,9598,13954,1205,14253,6432,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_008_Ascii.csv",1096
16,"xxxxxxxxxxxxxxxx",8,16,7.59729930103183E-04,5.22936226714763E-04,3.92590949766548E-03,4.33538541576346E-04,1.20394895256441E-03,6582,9562,1274,11533,4153,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_016_Ascii.csv",2184
16,"xxxxxxxxxxxxxxxx",8,32,9.08805434412642E-04,8.21148456465789E-04,5.35734186304945E-03,5.64652738565782E-04,2.16076058772688E-03,5502,6090,934,8855,2314,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_032_Ascii.csv",4360
16,"xxxxxxxxxxxxxxxx",8,64,1.52777681026745E-03,1.47800555720016E-03,9.87423767282442E-03,9.13909705721075E-04,2.69940641848898E-03,3273,3383,507,5471,1853,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_064_Ascii.csv",8712
16,"xxxxxxxxxxxxxxxx",8,128,2.86544198175638E-03,2.68069828515084E-03,0.027656096685935,1.42409569923099E-03,4.95346536730776E-03,1746,1866,181,3511,1010,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_128_Ascii.csv",17416
16,"xxxxxxxxxxxxxxxx",8,256,5.42639967489015E-03,5.19341391463873E-03,0.105868962501215,2.67093340555827E-03,9.76757798343897E-03,923,963,48,1875,512,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_256_Ascii.csv",34824
16,"xxxxxxxxxxxxxxxx",8,512,1.12906257337081E-02,1.19078066665679E-02,0.380272649993588,4.84593039335207E-03,1.87265917602996E-02,443,420,14,1032,267,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_512_Ascii.csv",69640
16,"xxxxxxxxxxxxxxxx",8,1024,2.26330343893059E-02,2.12763872873669E-02,1.44192792498507,1.03623185838972E-02,3.61582735459582E-02,221,236,4,483,139,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_1024_Ascii.csv",139272
16,"xxxxxxxxxxxxxxxx",8,2048,4.78191799994203E-02,4.76224481145728E-02,5.75588710000739,0.02045714222655,6.96111122767131E-02,105,106,1,245,72,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_2048_Ascii.csv",278536
16,"xxxxxxxxxxxxxxxx",8,4096,9.98095999992288E-02,0.103176795915529,22.015662800055,4.31810350253664E-02,0.145371430260794,51,49,1,116,35,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_4096_Ascii.csv",557064
16,"xxxxxxxxxxxxxxxx",8,8192,0.191023559257802,0.185481000001784,86.0587494000793,8.11129039333713E-02,0.277052640914917,27,27,1,62,19,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_8192_Ascii.csv",1114120
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Chart_6_Time_v_FieldLength.jpg",
,,,,,,,,,,,,,,"Parse Time v Field Length. Log Scales.
1024 rows, 8 columns. Fields not quoted.",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.14","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","CSV.jl
v0.9.0","NCalls
CSVRead
v0.14","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","NCalls
CSV.jl
v0.9.0","File","Size"
1,"x",1024,8,1.42127966004353E-02,1.30071641562821E-02,3.38471493246411E-02,1.36425648021828E-03,2.00040006637573E-03,353,385,148,3665,2500,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_1024_x_008_Ascii.csv",17408
2,"xx",1024,8,1.51124374625861E-02,1.40460432582964E-02,3.54283640839973E-02,2.60333168450772E-03,1.80766449746927E-03,331,356,142,1921,2766,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_2_1024_x_008_Ascii.csv",25600
4,"xxxx",1024,8,0.016071811858684,1.51408320240778E-02,3.58665549994579E-02,2.74296537106171E-03,2.06812554209022E-03,312,331,140,1848,2422,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_4_1024_x_008_Ascii.csv",41984
8,"xxxxxxxx",1024,8,1.74306149306681E-02,1.74380379789006E-02,4.06907650403588E-02,1.79791441927364E-03,2.00277118577149E-03,288,287,123,2781,2526,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_8_1024_x_008_Ascii.csv",74752
16,"xxxxxxxxxxxxxxxx",1024,8,2.01273236945496E-02,1.95427800781545E-02,3.71426074075754E-02,1.38187342567581E-03,2.33146849767867E-03,249,256,135,3619,2145,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_1024_x_008_Ascii.csv",140288
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,3.08882558284087E-02,2.88471270114419E-02,0.034994869929302,1.85459940652819E-03,2.90650413149879E-03,163,174,143,2696,1722,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_1024_x_008_Ascii.csv",271360
64,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,4.85507135925977E-02,5.22680083328548E-02,3.99485936514028E-02,2.58634945969054E-03,3.09197534749537E-03,103,96,126,1934,1620,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_64_1024_x_008_Ascii.csv",533504
128,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,8.01794031775364E-02,9.32020740712889E-02,0.04704134766378,2.49550894586864E-03,6.17241360283838E-03,63,54,107,2004,812,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_128_1024_x_008_Ascii.csv",1057792
256,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,0.161624958070235,0.149707338238573,0.055408369230393,4.0428455355867E-03,8.96064411975403E-03,31,34,91,1237,559,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_256_1024_x_008_Ascii.csv",2106368
512,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,0.304463458822711,0.300492694108363,0.095473156604951,1.00260521462542E-02,1.33191486622425E-02,17,17,53,499,376,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_512_1024_x_008_Ascii.csv",4203520
1024,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,0.616519477761661,0.619115100009367,0.240347619046501,9.93650773214915E-03,3.10683235618639E-02,9,9,21,504,161,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1024_1024_x_008_Ascii.csv",8397824
2048,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,1.15668047997169,1.1474969400093,0.726633114307853,2.19824565084357E-02,5.62359563420328E-02,5,5,7,228,89,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_2048_1024_x_008_Ascii.csv",16786432
4096,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,8,2.33909453335218,2.29813216665449,2.79246314999182,5.06799983978272E-02,8.93333334671824E-02,3,3,2,100,57,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_4096_1024_x_008_Ascii.csv",33563648
