32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",4096,1,1.15324996489832E-02,1.13501029665111E-02,2.21186702029475E-02,1.12015331462245E-03,434,441,226,4437,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_4096_x_001_Ascii.csv",139264
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",8192,1,2.36587308718314E-02,2.57670090763354E-02,5.00423747759173E-02,2.21637682468372E-03,212,194,100,2250,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_8192_x_001_Ascii.csv",278528
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",16384,1,4.88136211176977E-02,4.95066638176464E-02,8.21048379110094E-02,4.28314578954241E-03,103,102,61,1166,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_16384_x_001_Ascii.csv",557056
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",32768,1,0.104893017862746,0.109354983169393,0.199450035007771,7.60116821499418E-03,48,46,26,658,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_32768_x_001_Ascii.csv",1114112
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",65536,1,0.233470215781849,0.206588845778429,0.306343242245625,1.41978112325441E-02,22,25,17,352,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_65536_x_001_Ascii.csv",2228224
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",131072,1,0.438872815785791,0.451955682439747,0.645486128280577,2.88898181708047E-02,12,12,8,174,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_131072_x_001_Ascii.csv",4456448
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",262144,1,0.883616932451276,0.819785965778106,1.25802019075182,0.061371314465445,6,7,4,82,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_262144_x_001_Ascii.csv",8912896
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",524288,1,1.61273524077533,1.61494219081633,2.3997564657444,0.111593267431034,4,4,3,45,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_524288_x_001_Ascii.csv",17825792
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1048576,1,3.39456611574552,3.23342446580919,4.97343131579383,0.241231360289485,2,2,2,21,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_1048576_x_001_Ascii.csv",35651584
,,,,,,,,,,,,,
,,,,,,,,,,,,,10.5025451808501
,,,,,,,,,,,,,308898.387672061
,,,,,,,,,,,,"Chart_3_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
One column of 20-char fields with embedded breaks.",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.17","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.17","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
20,"""xxxxxxxx
yyyyyyyy""",1,1,1.88782009334764E-04,1.38920599134278E-04,1.93028975167609E-03,2.63077104922643E-04,25574,34328,2582,18550,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0001_x_001_Ascii.csv",26
20,"""xxxxxxxx
yyyyyyyy""",2,1,1.91601263919011E-04,1.39277648687863E-04,1.93736783865526E-03,2.47060001642074E-04,25210,34244,2572,19701,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0002_x_001_Ascii.csv",52
20,"""xxxxxxxx
yyyyyyyy""",4,1,1.971485744354E-04,1.46119767358333E-04,2.20402377976946E-03,2.45995256364961E-04,24524,32712,2262,19784,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0004_x_001_Ascii.csv",104
20,"""xxxxxxxx
yyyyyyyy""",8,1,2.17954130654497E-04,1.6422909389319E-04,2.20117226803417E-03,2.56158062471124E-04,22254,29247,2265,19023,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0008_x_001_Ascii.csv",208
20,"""xxxxxxxx
yyyyyyyy""",16,1,2.5359206528782E-04,2.05629817074101E-04,2.53310818525981E-03,2.56992767818742E-04,19207,23545,1969,18959,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0016_x_001_Ascii.csv",416
20,"""xxxxxxxx
yyyyyyyy""",32,1,3.25134968952374E-04,3.04761174219016E-04,3.22564245745423E-03,2.79552637431756E-04,15067,16052,1548,17465,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0032_x_001_Ascii.csv",832
20,"""xxxxxxxx
yyyyyyyy""",64,1,5.32854803589543E-04,4.66147336542006E-04,5.76896035068801E-03,2.74306753772872E-04,9267,10574,866,17791,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0064_x_001_Ascii.csv",1664
20,"""xxxxxxxx
yyyyyyyy""",128,1,7.93718459304035E-04,6.98314861482977E-04,9.15218885502722E-03,2.84675033156548E-04,6247,7092,546,17158,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0128_x_001_Ascii.csv",3328
20,"""xxxxxxxx
yyyyyyyy""",256,1,1.51102583872055E-03,1.37448743543997E-03,1.20812971786101E-02,3.19019898788232E-04,3295,3620,414,15349,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0256_x_001_Ascii.csv",6656
20,"""xxxxxxxx
yyyyyyyy""",512,1,2.18625819030406E-03,2.40335782616607E-03,2.31529967957864E-02,4.48971210007353E-04,2280,2075,216,10972,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0512_x_001_Ascii.csv",13312
20,"""xxxxxxxx
yyyyyyyy""",1024,1,4.45173743568199E-03,4.77233865291365E-03,4.19836791123745E-02,6.01168513560914E-04,1122,1047,120,8225,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1024_x_001_Ascii.csv",26624
20,"""xxxxxxxx
yyyyyyyy""",2048,1,8.93381577815594E-03,9.55955143747042E-03,8.82790184073043E-02,7.57791771882396E-04,560,523,57,6540,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_2048_x_001_Ascii.csv",53248
20,"""xxxxxxxx
yyyyyyyy""",4096,1,1.90292726226259E-02,2.14030008207835E-02,0.169072909110708,1.14769794926807E-03,263,234,30,4332,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_4096_x_001_Ascii.csv",106496
20,"""xxxxxxxx
yyyyyyyy""",8192,1,3.70749739265344E-02,4.67619947502285E-02,0.339240699122522,2.84877691449204E-03,135,107,15,1751,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_8192_x_001_Ascii.csv",212992
20,"""xxxxxxxx
yyyyyyyy""",16384,1,7.39061981305998E-02,8.42239191103897E-02,0.625443715773695,4.67334063392081E-03,68,60,8,1069,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_16384_x_001_Ascii.csv",425984
20,"""xxxxxxxx
yyyyyyyy""",32768,1,0.133202763145619,0.171939322446335,1.41366994077962,8.45519458937044E-03,38,30,4,591,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_32768_x_001_Ascii.csv",851968
20,"""xxxxxxxx
yyyyyyyy""",65536,1,0.280444238001963,0.311054471668247,2.58575116572981,0.014874218158951,18,17,3,336,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_65536_x_001_Ascii.csv",1703936
20,"""xxxxxxxx
yyyyyyyy""",131072,1,0.597900388002568,0.621020988008387,5.06525796575862,3.27448992288745E-02,9,9,1,153,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_131072_x_001_Ascii.csv",3407872
20,"""xxxxxxxx
yyyyyyyy""",262144,1,1.10276696578058,1.28012621577055,9.74370886565576,6.13347317512712E-02,5,4,1,82,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_262144_x_001_Ascii.csv",6815744
20,"""xxxxxxxx
yyyyyyyy""",524288,1,2.24436786578427,2.71695281570701,19.3263388657329,0.120183738607908,3,2,1,42,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_524288_x_001_Ascii.csv",13631488
20,"""xxxxxxxx
yyyyyyyy""",1048576,1,4.84256881574093,5.10182276571559,38.8417091657726,0.317993269473487,2,1,1,16,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1048576_x_001_Ascii.csv",27262976
,,,,,,,,,,,,,
,,,,,,,,,,,,,5.62985825031145
,,,,,,8.02088945840405,,,,,,,216533.009627363
,,,,,,15.2285261375467,,,,,,"Chart_4_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
10 columns of 17-char numeric fields (no quotes).",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.17","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.17","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
17,0.719057207097576,1,10,2.07175985489633E-04,1.40134847433684E-04,1.94647366861813E-03,3.08603820380037E-04,23375,34044,2560,15856,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0001_x_010_Ascii.csv",181
17,0.719057207097576,2,10,2.20042194155405E-04,1.96618864870197E-04,3.51700200076322E-03,3.07355859033845E-04,22049,24588,1419,15919,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0002_x_010_Ascii.csv",362
17,0.719057207097576,4,10,2.67073778652661E-04,2.27706911716794E-04,2.35533937267208E-03,3.10564927636883E-04,18261,21328,2117,15758,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0004_x_010_Ascii.csv",724
17,0.719057207097576,8,10,3.63932397700905E-04,2.92252079130737E-04,4.28063904278725E-03,3.28117104009855E-04,13490,16724,1167,14932,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0008_x_010_Ascii.csv",1448
17,0.719057207097576,16,10,8.7376767976689E-04,4.59911172315363E-04,2.61492059970971E-03,3.26599111331937E-04,5679,10715,1908,15000,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0016_x_010_Ascii.csv",2896
17,0.719057207097576,32,10,7.60225747321458E-04,6.92269957465748E-04,2.94762366341039E-03,3.53107447663951E-04,6520,7154,1693,13895,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0032_x_010_Ascii.csv",5792
17,0.719057207097576,64,10,1.36474457667981E-03,1.23583583266088E-03,3.95563051650754E-03,4.77761902029612E-04,3646,4024,1262,10320,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0064_x_010_Ascii.csv",11584
17,0.719057207097576,128,10,2.42549384221386E-03,2.3110591978111E-03,6.02468326894452E-03,5.13990626988398E-04,2056,2158,829,9602,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0128_x_010_Ascii.csv",23168
17,0.719057207097576,256,10,4.69980613543926E-03,4.54238768696912E-03,1.02050155738609E-02,7.83529726157289E-04,1063,1100,490,6327,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0256_x_010_Ascii.csv",46336
17,0.719057207097576,512,10,9.45755311263973E-03,1.00335099544064E-02,2.15203464647375E-02,1.99888150202588E-03,529,498,233,2493,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0512_x_010_Ascii.csv",92672
17,0.719057207097576,1024,10,1.96019006800534E-02,3.11709421750678E-02,4.71775657784968E-02,1.6955740281358E-03,255,161,106,2946,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_1024_x_010_Ascii.csv",185344
17,0.719057207097576,2048,10,4.01144529787684E-02,3.83066413506655E-02,6.76902982082833E-02,2.27058825793455E-03,125,131,74,2196,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_2048_x_010_Ascii.csv",370688
17,0.719057207097576,4096,10,8.12411125541976E-02,0.075729979210358,0.138898692806499,3.38769890766595E-03,62,67,37,1473,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_4096_x_010_Ascii.csv",741376
17,0.719057207097576,8192,10,0.187515658377256,0.164165636748668,0.256824040782345,6.56207291496421E-03,27,31,20,763,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_8192_x_010_Ascii.csv",1482752
17,0.719057207097576,16384,10,0.347638639110002,0.345073272443859,0.516648985780017,1.15590854015625E-02,15,15,10,433,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_16384_x_010_Ascii.csv",2965504
17,0.719057207097576,32768,10,0.721655651499823,0.733933780081476,1.04266202578711,2.66528406924845E-02,7,7,5,188,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_32768_x_010_Ascii.csv",5931008
17,0.719057207097576,65536,10,1.58580341579782,1.45110901578719,2.08678236582085,4.39318628213539E-02,4,4,3,114,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_65536_x_010_Ascii.csv",11862016
17,0.719057207097576,131072,10,3.1400338158097,2.74221161572187,4.4490459157938,9.29377112114386E-02,2,2,2,54,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_131072_x_010_Ascii.csv",23724032
17,0.719057207097576,262144,10,5.87913796578924,6.02690526580828,8.68839736579376,0.167026596377466,1,1,1,30,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_262144_x_010_Ascii.csv",47448064
,,,,,,,,,,,,,
,,,,,,,,,,,,,8.07058182272652
,,,,,,,,,,,,,445888.498493178
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,"Chart_5_Time_v_Cols.jpg",
,,,,,,,,,,,,"Parse Time v Num Cols. Log Scales.
8 rows of 16-char fields (no quotes).",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.17","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.17","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
16,"xxxxxxxxxxxxxxxx",8,1,2.10108680990661E-04,1.44666919552687E-04,2.09950507870155E-03,2.52201729002947E-04,23059,33025,2374,19360,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_001_Ascii.csv",144
16,"xxxxxxxxxxxxxxxx",8,2,2.14338983993222E-04,1.61965724013281E-04,2.00216163975657E-03,2.74940049870611E-04,22617,29639,2489,17751,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_002_Ascii.csv",280
16,"xxxxxxxxxxxxxxxx",8,4,2.42624325768582E-04,1.86154872202728E-04,2.10054592968872E-03,2.98106651062864E-04,20052,25922,2373,16402,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_004_Ascii.csv",552
16,"xxxxxxxxxxxxxxxx",8,8,3.13990574344209E-04,2.37324952118311E-04,2.23200736266357E-03,3.44069117646397E-04,15591,20487,2234,14253,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_008_Ascii.csv",1096
16,"xxxxxxxxxxxxxxxx",8,16,4.09685698054104E-04,3.57035849301196E-04,3.07452147727983E-03,4.2680431957495E-04,12008,13746,1623,11533,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_016_Ascii.csv",2184
16,"xxxxxxxxxxxxxxxx",8,32,7.07771351006073E-04,6.42994793064877E-04,3.92700587244327E-03,5.57918516564386E-04,6998,7696,1272,8855,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_032_Ascii.csv",4360
16,"xxxxxxxxxxxxxxxx",8,64,1.07158136997045E-03,1.03946496208504E-03,7.50689130326393E-03,9.07175483719679E-04,4637,4780,666,5471,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_064_Ascii.csv",8712
16,"xxxxxxxxxxxxxxxx",8,128,1.89718382135757E-03,1.87720494939796E-03,1.99148522316312E-02,1.41736147722959E-03,2627,2655,251,3511,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_128_Ascii.csv",17416
16,"xxxxxxxxxxxxxxxx",8,256,3.60864408606342E-03,4.16783122039015E-03,6.70327657779539E-02,2.66419918355687E-03,1383,1198,75,1875,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_256_Ascii.csv",34824
