32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",32,1,4.95146577454851E-04,2.71821274210997E-04,2.6231532093431E-03,2.89483131520637E-04,10027,18160,1904,17064,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0032_x_001_Ascii.csv",1088
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",64,1,5.70789617986496E-04,3.69753726779973E-04,2.78862521442945E-03,2.75626657292946E-04,8706,13395,1791,17911,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0064_x_001_Ascii.csv",2176
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",128,1,6.8670095581837E-04,5.66601961740492E-04,3.32965673922127E-03,3.05415706254841E-04,7244,8770,1501,16184,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0128_x_001_Ascii.csv",4352
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",256,1,9.19693782632951E-04,9.97698113422244E-04,4.01104564454663E-03,3.95192680934383E-04,5416,4994,1246,12540,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0256_x_001_Ascii.csv",8704
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",512,1,1.31174376896943E-03,1.73998194759732E-03,5.58559697794913E-03,4.12927035447717E-04,3802,2869,895,12006,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0512_x_001_Ascii.csv",17408
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,1,2.40452618104892E-03,3.35107295746516E-03,8.62960359802678E-03,5.21844241584937E-04,2077,1491,580,9517,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_1024_x_001_Ascii.csv",34816
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",2048,1,4.00004401833236E-03,6.52832630036232E-03,1.52442015248924E-02,7.1280097622327E-04,1249,766,328,6980,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_2048_x_001_Ascii.csv",69632
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",4096,1,7.50930988935204E-03,1.60806486623419E-02,2.77214934597851E-02,1.12335613462362E-03,666,311,181,4437,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_4096_x_001_Ascii.csv",139264
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",8192,1,1.51874385980416E-02,2.74666412757462E-02,4.72288629375165E-02,2.21957964468489E-03,330,183,106,2250,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_8192_x_001_Ascii.csv",278528
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",16384,1,0.035837852883595,5.41447728985778E-02,9.13145813251274E-02,4.28634860954358E-03,140,93,55,1166,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_16384_x_001_Ascii.csv",557056
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",32768,1,6.50749634030018E-02,0.106984238811349,0.167783185263917,7.60437103499535E-03,77,47,30,658,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_32768_x_001_Ascii.csv",1114112
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",65536,1,0.13115599423875,0.23564499132299,0.340971195265627,1.42010140525452E-02,39,22,15,352,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_65536_x_001_Ascii.csv",2228224
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",131072,1,0.257650423595659,0.445077635263962,0.687286581093247,2.88930209908059E-02,20,12,8,174,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_131072_x_001_Ascii.csv",4456448
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",262144,1,0.517251408599294,0.842902368598395,1.3370992685945,6.13745172854462E-02,10,7,4,82,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_262144_x_001_Ascii.csv",8912896
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",524288,1,1.03891642859529,1.76241960192035,2.74636481859346,0.111596470251035,5,3,2,45,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_524288_x_001_Ascii.csv",17825792
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1048576,1,2.16439260193005,3.74862526860528,5.88250606861988,0.241234563109486,3,2,1,21,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_1048576_x_001_Ascii.csv",35651584
,,,,,,,,,,,,,
,,,,,,,,,,,,,16.4718655793817
,,,,,,,,,,,,,484466.634687698
,,,,,,,,,,,,"Chart_3_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
One column of 20-char fields with embedded breaks.",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.21(190)","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.21(190)","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
20,"""xxxxxxxx
yyyyyyyy""",1,1,4.89971736569121E-04,1.61566184343364E-04,2.66713635025811E-03,2.66279924923813E-04,10132,30286,1873,18550,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0001_x_001_Ascii.csv",26
20,"""xxxxxxxx
yyyyyyyy""",2,1,4.84090374870977E-04,1.6711014465214E-04,2.65790856605647E-03,2.50262821643244E-04,10254,29302,1879,19701,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0002_x_001_Ascii.csv",52
20,"""xxxxxxxx
yyyyyyyy""",4,1,5.0668463881807E-04,1.76509689747357E-04,3.09237231086688E-03,2.49198076366131E-04,9800,27772,1616,19784,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0004_x_001_Ascii.csv",104
20,"""xxxxxxxx
yyyyyyyy""",8,1,5.21891661990755E-04,2.0254998941878E-04,2.90406981894725E-03,2.59360882472294E-04,9517,24263,1720,19023,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0008_x_001_Ascii.csv",208
20,"""xxxxxxxx
yyyyyyyy""",16,1,5.24258074463522E-04,2.64137072304345E-04,3.47413883441499E-03,2.60195587819912E-04,9474,18680,1438,18959,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0016_x_001_Ascii.csv",416
20,"""xxxxxxxx
yyyyyyyy""",32,1,5.82227513182421E-04,3.61249149501994E-04,4.17491162221833E-03,2.82755457432926E-04,8536,13708,1197,17465,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0032_x_001_Ascii.csv",832
20,"""xxxxxxxx
yyyyyyyy""",64,1,9.01332532133345E-04,6.6915412200924E-04,7.37650532361435E-03,2.77509573774042E-04,5526,7433,678,17791,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0064_x_001_Ascii.csv",1664
20,"""xxxxxxxx
yyyyyyyy""",128,1,9.86511797362132E-04,9.83125938180666E-04,8.0580779378521E-03,2.87877853157718E-04,5051,5068,621,17158,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0128_x_001_Ascii.csv",3328
20,"""xxxxxxxx
yyyyyyyy""",256,1,1.38291492459166E-03,1.5448293720057E-03,1.36044827285483E-02,3.22222718789402E-04,3607,3230,368,15349,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0256_x_001_Ascii.csv",6656
20,"""xxxxxxxx
yyyyyyyy""",512,1,2.45844166545329E-03,3.02568695048331E-03,2.30691349575651E-02,4.52174030008523E-04,2031,1651,217,10972,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0512_x_001_Ascii.csv",13312
20,"""xxxxxxxx
yyyyyyyy""",1024,1,4.87261391967407E-03,6.11830372654476E-03,4.79394800264954E-02,6.04371333562084E-04,1026,817,105,8225,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1024_x_001_Ascii.csv",26624
20,"""xxxxxxxx
yyyyyyyy""",2048,1,8.4003917523716E-03,1.15128952647733E-02,8.78722861419493E-02,7.60994591883566E-04,596,435,57,6540,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_2048_x_001_Ascii.csv",53248
20,"""xxxxxxxx
yyyyyyyy""",4096,1,1.62140113166059E-02,2.28701133469321E-02,0.168537421932498,1.15090076926924E-03,309,219,30,4332,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_4096_x_001_Ascii.csv",106496
20,"""xxxxxxxx
yyyyyyyy""",8192,1,0.031683996445818,4.56585631437621E-02,0.353405481932506,2.85197973449321E-03,158,110,15,1751,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_8192_x_001_Ascii.csv",212992
20,"""xxxxxxxx
yyyyyyyy""",16384,1,6.36707660661589E-02,9.27630500784773E-02,0.663600718593842,4.67654345392198E-03,79,54,8,1069,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_16384_x_001_Ascii.csv",425984
20,"""xxxxxxxx
yyyyyyyy""",32768,1,0.151515562537428,0.18684172785604,1.32712411859978,8.45839740937161E-03,33,27,4,591,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_32768_x_001_Ascii.csv",851968
20,"""xxxxxxxx
yyyyyyyy""",65536,1,0.271046863334353,0.357672768597002,2.48984776860116,1.48774209789522E-02,19,15,3,336,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_65536_x_001_Ascii.csv",1703936
20,"""xxxxxxxx
yyyyyyyy""",131072,1,0.496636832237347,0.739155854313278,4.92981511857801,3.27481020488756E-02,11,7,2,153,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_131072_x_001_Ascii.csv",3407872
20,"""xxxxxxxx
yyyyyyyy""",262144,1,0.979434818600359,1.46313054360366,10.2166494685793,6.13379345712723E-02,6,4,1,82,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_262144_x_001_Ascii.csv",6815744
20,"""xxxxxxxx
yyyyyyyy""",524288,1,1.94640116861026,2.78334071859575,20.9935204685884,0.120186941427909,3,2,1,42,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_524288_x_001_Ascii.csv",13631488
20,"""xxxxxxxx
yyyyyyyy""",1048576,1,3.96592061861742,5.80456946859926,42.5024336685878,0.317996472293488,2,1,1,16,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1048576_x_001_Ascii.csv",27262976
,,,,,,,,,,,,,
,,,,,,,,,,,,,6.87431207574303
,,,,,,10.7169148744598,,,,,,,264396.618297809
,,,,,,12.4715868387281,,,,,,"Chart_4_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
10 columns of 17-char numeric fields (no quotes).",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.21(190)","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.21(190)","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
17,0.719057207097576,1,10,4.51312167219216E-04,1.7282183751538E-04,2.6358481230495E-03,3.11806640381207E-04,10994,28353,1895,15856,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0001_x_010_Ascii.csv",181
17,0.719057207097576,2,10,4.78950188116354E-04,1.91214346781962E-04,2.80294603909343E-03,3.10558679035015E-04,10364,25675,1782,15919,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0002_x_010_Ascii.csv",362
17,0.719057207097576,4,10,4.97517375555263E-04,2.44469932194377E-04,2.8818803695198E-03,3.13767747638053E-04,9980,20162,1733,15758,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0004_x_010_Ascii.csv",724
17,0.719057207097576,8,10,6.50171748738015E-04,4.7023968953214E-04,4.4973624773618E-03,3.31319924011025E-04,7649,10554,1111,14932,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0008_x_010_Ascii.csv",1448
17,0.719057207097576,16,10,1.11364569809443E-03,6.90281252365729E-04,3.6434609393338E-03,3.29801931333107E-04,4476,7207,1371,15000,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0016_x_010_Ascii.csv",2896
17,0.719057207097576,32,10,9.37576672534193E-04,8.36417900867817E-04,4.36588091238241E-03,3.56310267665121E-04,5313,5953,1145,13895,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0032_x_010_Ascii.csv",5792
17,0.719057207097576,64,10,1.64830209651472E-03,2.14523344544277E-03,6.84264671017678E-03,4.80964722030782E-04,3027,2327,731,10320,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0064_x_010_Ascii.csv",11584
17,0.719057207097576,128,10,3.27750888671182E-03,2.88847513355388E-03,8.47951758104432E-03,5.17193446989568E-04,1524,1729,590,9602,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0128_x_010_Ascii.csv",23168
17,0.719057207097576,256,10,4.31658526464443E-03,6.86938357048842E-03,1.27575254858089E-02,7.86732546158459E-04,1158,728,392,6327,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0256_x_010_Ascii.csv",46336
17,0.719057207097576,512,10,7.45995740391029E-03,1.04513583684065E-02,2.44758812810016E-02,2.00208432202705E-03,670,479,205,2493,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0512_x_010_Ascii.csv",92672
17,0.719057207097576,1024,10,1.56625070354843E-02,2.27388464259973E-02,4.15482157052623E-02,1.69877684813697E-03,320,221,121,2946,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_1024_x_010_Ascii.csv",185344
17,0.719057207097576,2048,10,2.81945462516281E-02,4.04928976302704E-02,7.30590309167547E-02,2.27379107793572E-03,179,124,69,2196,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_2048_x_010_Ascii.csv",370688
17,0.719057207097576,4096,10,6.03698517303703E-02,8.58634957167229E-02,0.143316962882853,3.39090172766712E-03,83,59,35,1473,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_4096_x_010_Ascii.csv",741376
17,0.719057207097576,8192,10,0.124439927134606,0.173931199632337,0.287374079707857,6.56527573496538E-03,41,29,18,763,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_8192_x_010_Ascii.csv",1482752
17,0.719057207097576,16384,10,0.258977138598892,0.369988732882519,0.578939724155937,1.15622882215637E-02,20,14,9,433,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_16384_x_010_Ascii.csv",2965504
17,0.719057207097576,32768,10,0.523676228597504,0.759917740018483,1.15922992860291,2.66560435124856E-02,10,7,5,188,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_32768_x_010_Ascii.csv",5931008
17,0.719057207097576,65536,10,1.10538448858864,1.46193521859681,2.31786860193682,4.39350656413551E-02,5,4,3,114,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_65536_x_010_Ascii.csv",11862016
17,0.719057207097576,131072,10,2.06587866860455,2.8773669186034,4.40997706859929,9.29409140314398E-02,3,2,2,54,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_131072_x_010_Ascii.csv",23724032
17,0.719057207097576,262144,10,4.27796616859126,6.78227776859279,9.08981436863399,0.167029799197467,2,1,1,30,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_262144_x_010_Ascii.csv",47448064
,,,,,,,,,,,,,
,,,,,,,,,,,,,11.0912667679241
,,,,,,,,,,,,,612777.169498571
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,"Chart_5_Time_v_Cols.jpg",
,,,,,,,,,,,,"Parse Time v Num Cols. Log Scales.
8 rows of 16-char fields (no quotes).",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.21(190)","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.21(190)","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
16,"xxxxxxxxxxxxxxxx",8,1,4.40806552321308E-04,1.66144398868217E-04,2.35027904504883E-03,2.55404549004117E-04,11253,29468,2125,19360,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_001_Ascii.csv",144
16,"xxxxxxxxxxxxxxxx",8,2,4.64647315230704E-04,1.96350368936187E-04,2.39400090863752E-03,2.78142869871781E-04,10680,25015,2086,17751,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_002_Ascii.csv",280
16,"xxxxxxxxxxxxxxxx",8,4,4.77246780693083E-04,2.37130281591647E-04,2.48358983122895E-03,3.01309471064034E-04,10400,20777,2011,16402,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_004_Ascii.csv",552
16,"xxxxxxxxxxxxxxxx",8,8,5.34967176505804E-04,3.03006318695578E-04,2.63177133772796E-03,3.47271937647567E-04,9286,16312,1898,14253,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_008_Ascii.csv",1096
16,"xxxxxxxxxxxxxxxx",8,16,5.8563712633553E-04,4.2534023364629E-04,2.91705942743008E-03,4.3000713957612E-04,8487,11659,1712,11533,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_016_Ascii.csv",2184
16,"xxxxxxxxxxxxxxxx",8,32,7.35723535905593E-04,6.49558279296574E-04,4.02296239829501E-03,5.61121336565556E-04,6764,7656,1242,8855,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_032_Ascii.csv",4360
16,"xxxxxxxxxxxxxxxx",8,64,1.01306843537257E-03,1.09810448696921E-03,7.76085508865166E-03,9.10378303720849E-04,4919,4539,644,5471,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_064_Ascii.csv",8712
16,"xxxxxxxxxxxxxxxx",8,128,1.60850012605107E-03,1.9919079834911E-03,2.09797619034802E-02,1.42056429723076E-03,3102,2506,239,3511,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_128_Ascii.csv",17416
16,"xxxxxxxxxxxxxxxx",8,256,2.81985487691851E-03,3.85274508219748E-03,6.78532983278623E-02,2.66740200355804E-03,1771,1297,74,1875,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_256_Ascii.csv",34824
