,"Audit",,,,,,
,,,,,,,
,"All 252 rows shown.",,,,,,
,"","","","","",,"Check list for release"
,"Version","Date","Time","Author","Comment",,"Tests pass (Button Test on worksheet Test)"
,107,2021-09-24,0.545219907406135,"Philip Swannell","Added tests for breach of 32k limit on field length when calling from Excel.",,
,106,2021-09-24,0.532627314816636,"Philip Swannell","Sorted methods in module modCSVReadWrite",,
,105,2021-09-24,0.455555555556202,"Philip Swannell","Work on 32k/255 limit for returning strings to Excel",,
,104,2021-09-23,0.58405092592875,"Philip Swannell","Late bind to ADODB. It would make installation simpler if late bound to Scripting run time and regular expressions but that I suspect that would hit performance.",,
,103,2021-09-23,0.551087962965539,"Philip Swannell","CSVWrite now takes argument Encoding rather than Unicode.",,
,102,2021-09-23,0.420775462960592,"Philip Swannell","Added to TODO list.",,
,101,2021-09-22,0.498969907406718,"Philip Swannell","Deleted older of the two Performance sheets.",,
,100,2021-09-22,0.497604166666861,"Philip Swannell","Added tests for date-time parsing, including decimal fractions of a second for D-M-Y, M-D-Y and Y-M-D.",,
,99,2021-09-21,0.735706018516794,"Philip Swannell","Reduced the number of lines> 122 in length",,
,98,2021-09-21,0.672141203700448,"Philip Swannell","Simplified declaration of CSVRead by not providing unnecessary defaults.",,
,97,2021-09-21,0.666307870371384,"Philip Swannell","More tests using files from the Julia CSV.jl test suite.",,
,96,2021-09-21,0.642314814816928,"Philip Swannell","Fixed bug that SkipToRow was not defaulting to HeaderRowNum+1 when omitted.",,
,95,2021-09-21,0.614583333335759,"Philip Swannell","Corrected typos on worksheet ""Test"".",,
,94,2021-09-21,0.594085648146574,"Philip Swannell","Method ParseTextFile replaces methods ShowTextFile and SplitCSVContents. Better performance when Delimited = False.",,
,93,2021-09-20,0.74761574074364,"Philip Swannell","Docstring changes.",,
,92,2021-09-20,0.716296296297514,"Philip Swannell","Rewrote ShowTextFile to work for files with Mac line endings.",,
,91,2021-09-20,0.647916666668607,"Philip Swannell","Ran AmendVBA",,
,90,2021-09-20,0.642685185186565,"Philip Swannell","Ran MZTools > Clean Project.",,
,89,2021-09-20,0.60615740740468,"Philip Swannell","Updated docstrings.",,
,88,2021-09-20,0.431527777778683,"Philip Swannell","Changes on Test sheet.",,
,87,2021-09-20,0.40533564814541,"Philip Swannell","Added five more tests to be sure we interpret ANSI, UTF-8, UTF-8-BOM, UTF-16-LE-BOM and UTF-16-BE-BOM correctly.",,
,86,2021-09-19,0.801874999997381,"Philip Swannell","Now use ADODB.Stream for UTF-8 files and Scripting.Stream for ASCII, ANSI and UTF-16.",,
,85,2021-09-19,0.77153935185197,"Philip Swannell","ReadTextWrapper mostly solves the performance problem.",,
,84,2021-09-19,0.690150462964084,"Philip Swannell","Performance turned out to be terrible thanks to bad performance of ADODB.ReadText on large files. Wrote method ReadTextWrapper to (hopefully) solve the problem.",,
,83,2021-09-19,0.469930555555038,"Philip Swannell","All tests pass with ADODB.Stream, need to check performance.",,
,82,2021-09-19,0.428217592590954,"Philip Swannell","Experimenting with using ADODB.Stream in place of Scripting.TextStream",,
,81,2021-09-11,0.47984953703417,"Philip Swannell","Code comments only.",,
,80,2021-09-11,0.404212962959718,"Philip Swannell","Added test for FileName being literal with no line feed.",,
,79,2021-09-11,0.390567129630654,"Philip Swannell","Code comments only.",,
,78,2021-09-09,0.523391203700157,"Philip Swannell","Change to InferSourceType",,
,77,2021-09-09,0.43658564814541,"Philip Swannell","mid -> mid$",,
,76,2021-09-09,0.37820601851854,"Philip Swannell","Ran method AmendVBACode",,
,75,2021-09-08,0.791990740741312,"Philip Swannell","Docstring changes.",,
,74,2021-09-08,0.38273148148437,"Philip Swannell","Improved ""word-wrapping"" in modCSVReadWrite.",,
,73,2021-09-07,0.574537037035043,"Philip Swannell","Improved speed of method CastToDate.",,
,72,2021-09-07,0.474016203705105,"Philip Swannell","Can now (optionally) set array lower bounds to zero.",,
,71,2021-09-06,0.599050925928168,"Philip Swannell","Changes to method CastToDate",,
,70,2021-09-05,0.352592592593282,"Philip Swannell","Renamed functions sNRows -> NRows etc.",,
,69,2021-09-03,0.388055555558822,"Philip Swannell","HeaderRow now trimmed.",,
,68,2021-09-02,0.770393518519995,"Philip Swannell","Removed two old Performance sheets.",,
,67,2021-09-02,0.734490740738693,"Philip Swannell","Updated docstrings.",,
,66,2021-09-02,0.40944444444176,"Philip Swannell","Amending Tests",,
,65,2021-09-02,0.395509259258688,"Philip Swannell","Recovering from Git woes and their consequences for tests.",,
,64,2021-09-01,0.758078703700448,"Philip Swannell","Re-ran performance tests.",,
,63,2021-09-01,0.698912037034461,"Philip Swannell","Fixed compile errors when modCSVReadWrite is ""stand-alone"".",,
,62,2021-09-01,0.675393518518831,"Philip Swannell","Added 2 missing tests - 110 and 124.",,
,61,2021-09-01,0.645659722220444,"Philip Swannell","Deleted temporary sheets used during previous release.",,
,60,2021-09-01,0.645277777781303,"Philip Swannell","Changes to compile on 32bit.",,
,59,2021-09-01,0.440949074072705,"Philip Swannell","Code of modWrappers moved to modCSVPerformance",,
,58,2021-08-31,0.41174768518249,"Philip Swannell","Workbook now more ""portable"" i.e. folder locations all relative to the path of the workbook itself.",,
,57,2021-08-30,0.816145833334303,"Philip Swannell","Reinstated conditional formatting on sheet Demo.",,
,56,2021-08-30,0.770972222220735,"Philip Swannell","Deal with times with fractional seconds - CDate does not cope with them.",,
,55,2021-08-30,0.574131944442343,"Philip Swannell","Now test all possible responses to bad inputs.",,
,54,2021-08-30,0.32952546296292,"Philip Swannell","Reworked performance testing to include comparison with Julia.",,
,53,2021-08-28,0.659189814818092,"Philip Swannell","More tests and fixes to column-by-column formatting.",,
,52,2021-08-27,0.853576388886722,"Philip Swannell","Implemented Column-by-column type conversion",,
,51,2021-08-26,0.806435185186274,"Philip Swannell","Changes to sheet Demo.",,
,50,2021-08-26,0.801539351850806,"Philip Swannell","More refactoring.",,
,49,2021-08-26,0.770590277774318,"Philip Swannell","Refactoring",,
,48,2021-08-26,0.57442129629635,"Philip Swannell","Got rid of RetainQuotes option for ConvertTypes. ConvertTypes TRUE is now NDB rather than NDBE as previously.",,
,47,2021-08-26,0.572395833332848,"Philip Swannell","Now have two possibilities for DateFormat: ISO and ISOZ, the latter handles datetime with time zone.",,
,46,2021-08-25,0.010671296295186,"Philip Swannell","Added more tests.",,
,45,2021-08-24,0.820497685184819,"Philip Swannell","Added sheet ""RegExp"".",,
,44,2021-08-24,0.799525462964084,"Philip Swannell","Work on ISOO8601 date recognition.",,
,43,2021-08-24,0.432581018518249,"Philip Swannell","Sheet Demo no longer creates a file on disk.",,
,42,2021-08-24,0.403472222220444,"Philip Swannell","Work on ISOO8601 date recognition",,
,41,2021-08-21,0.793078703703941,"Philip Swannell","Added arguments TrueStrings, FalseStrings and MissingStrings .",,
,40,2021-08-21,0.496944444443216,"Philip Swannell","Added module modCVSSentinels, but not yet ""plugged in"".",,
,39,2021-08-20,0.523888888885267,"Philip Swannell","CSVRead now accepts FileName as URL or a CSV string.",,
,38,2021-08-20,0.375462962962047,"Philip Swannell","CSVWrite can now write to String.",,
,37,2021-08-19,0.808692129627161,"Philip Swannell","Now support UTf8 with BOM",,
,36,2021-08-19,0.745185185187438,"Philip Swannell","Now support ""T"" as a ConvertTypes option.",,
,35,2021-08-19,0.519201388888177,"Philip Swannell","More work on tests",,
,34,2021-08-18,0.846979166664823,"Philip Swannell","Removed modCVSTestAgainstExcel.",,
,33,2021-08-18,0.844432870369928,"Philip Swannell","New module modCSVTest",,
,32,2021-08-16,0.936377314814308,"Philip Swannell","New argument ""Comment"" to CSVRead.",,
,31,2021-08-16,0.491053240737529,"Philip Swannell","Changes to type conversion code. Now possible to convert quoted strings.",,
,30,2021-08-15,0.495937500003492,"Philip Swannell","Got capitalisation of functions CSVRead and CSVWrite called from cells correct. ",,
,29,2021-08-15,0.437638888892252,"Philip Swannell","More work on IgnoreRepeated.",,
