"Performance",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"This data generated 19-September-2021 23:04:21",,,,,,,,,,,,"Chart_1_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
One column of 1-char fields.",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.4","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.4","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
1,"x",1,1,1.94937598440645E-04,1.22559190627029E-04,1.71559221269187E-03,2.88783643294444E-04,25650,40797,2915,17314,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0001_x_001_Ascii.csv",3
1,"x",2,1,1.92556891438744E-04,1.26505495256118E-04,1.78961639227164E-03,2.8235825615541E-04,25967,39525,2794,17708,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0002_x_001_Ascii.csv",6
1,"x",4,1,1.95036603346878E-04,1.28798114423156E-04,1.75134823117291E-03,3.2488628979857E-04,25637,38821,2855,15390,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0004_x_001_Ascii.csv",12
1,"x",8,1,2.05804284832211E-04,1.38047669795418E-04,1.7942440975967E-03,2.89636795458495E-04,24295,36220,2787,17263,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0008_x_001_Ascii.csv",24
1,"x",16,1,2.15361075935697E-04,1.42235233543793E-04,1.74661292351322E-03,2.92380562540202E-04,23217,35154,2863,17101,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0016_x_001_Ascii.csv",48
1,"x",32,1,2.43043265444685E-04,1.76323599111507E-04,1.91279334354524E-03,2.9631385563589E-04,20573,28357,2614,16874,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0032_x_001_Ascii.csv",96
1,"x",64,1,2.74216523170543E-04,2.23072817310306E-04,1.93723862844282E-03,3.02443745463344E-04,18235,22415,2581,16532,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0064_x_001_Ascii.csv",192
1,"x",128,1,3.57741296416104E-04,2.75858358160475E-04,2.21103536693633E-03,3.06692019873643E-04,13977,18126,2262,16303,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0128_x_001_Ascii.csv",384
1,"x",256,1,5.02762929819891E-04,4.19470100673271E-04,2.82126051889605E-03,2.89335107921995E-04,9946,11920,1773,17281,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0256_x_001_Ascii.csv",768
1,"x",512,1,7.99288874679773E-04,7.66765158717003E-04,3.78880560606238E-03,3.12812812812813E-04,6256,6521,1320,15984,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0512_x_001_Ascii.csv",1536
1,"x",1024,1,1.43638807814267E-03,1.33819205244464E-03,5.93759869512564E-03,3.67917586460633E-04,3481,3737,843,13590,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_1024_x_001_Ascii.csv",3072
1,"x",2048,1,2.85611993148269E-03,2.62261022548128E-03,1.08130434125694E-02,5.09268690160929E-04,1751,1907,463,9818,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_2048_x_001_Ascii.csv",6144
1,"x",4096,1,5.7289903780247E-03,5.15091143153204E-03,2.06930500000363E-02,9.64692263168049E-04,873,971,242,5183,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_4096_x_001_Ascii.csv",12288
1,"x",8192,1,1.12307760089264E-02,1.03549157350284E-02,3.96111511811431E-02,1.51423379769836E-03,446,483,127,3302,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_8192_x_001_Ascii.csv",24576
1,"x",16384,1,2.37382260662662E-02,2.05776111111179E-02,7.85905218749576E-02,2.79485746226942E-03,211,243,64,1789,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_16384_x_001_Ascii.csv",49152
1,"x",32768,1,4.73593764151512E-02,5.10827704081526E-02,0.152432112121129,4.34491760724529E-03,106,98,33,1151,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_32768_x_001_Ascii.csv",98304
1,"x",65536,1,9.47377037735797E-02,0.080770038709987,0.304724288234652,7.78382562367393E-03,53,62,17,643,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_65536_x_001_Ascii.csv",196608
1,"x",131072,1,0.18319290357197,0.166159083871471,0.60268153333325,1.65874580345532E-02,28,31,9,303,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_131072_x_001_Ascii.csv",393216
1,"x",262144,1,0.403239453847233,0.401482438460404,1.16228705999674,3.09320982591605E-02,13,13,5,162,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_262144_x_001_Ascii.csv",786432
1,"x",524288,1,0.756185942857493,0.837930699999561,2.16322496667271,0.062234569478918,7,6,3,81,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_524288_x_001_Ascii.csv",1572864
1,"x",1048576,1,1.54705032500351,1.5809520249968,4.78641684999457,0.13415789604187,4,4,2,38,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_1048576_x_001_Ascii.csv",3145728
1,"x",2097152,1,2.95196434999525,2.72120885000913,8.80732839999837,0.278611103693644,2,2,1,18,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_2097152_x_001_Ascii.csv",6291456
,,,,,,,,,,,,,
,,,,,,,,,,,,,2.13127777102394
,,,,,,,,,,,,"Chart_2_Time_v_Rows.jpg",710425.923674645
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
One column of 32-char fields.",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.4","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.4","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1,1,1.93322235539272E-04,1.24576181578732E-04,1.80317713667503E-03,3.42044055274319E-04,25864,40137,2773,14618,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0001_x_001_Ascii.csv",34
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",2,1,1.93256348317665E-04,1.29603678071354E-04,1.7548499649121E-03,2.94681174104227E-04,25873,38580,2850,17015,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0002_x_001_Ascii.csv",68
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",4,1,2.03719870437115E-04,1.36032982370545E-04,1.75949707951514E-03,2.79229476690159E-04,24544,36756,2842,17910,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0004_x_001_Ascii.csv",136
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",8,1,2.17409817817564E-04,1.47493764011884E-04,1.76222174066359E-03,2.85388127853881E-04,22999,33900,2838,17520,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0008_x_001_Ascii.csv",272
