32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",32,1,2.21427436423583E-04,1.21987564537185E-04,7.73528996807648E-04,2.92381353520858E-04,22517,40777,6459,17064,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0032_x_001_Ascii.csv",1088
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",64,1,2.42669666577596E-04,1.55575648767022E-04,8.42726408463457E-04,2.78524879293167E-04,20551,32009,5929,17911,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0064_x_001_Ascii.csv",2176
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",128,1,2.87220297259468E-04,2.27371553241629E-04,9.71004519180738E-04,3.08313928255062E-04,17370,21930,5146,16184,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0128_x_001_Ascii.csv",4352
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",256,1,3.67700514290942E-04,3.61109111832776E-04,1.21875487169373E-03,3.98090902934605E-04,13575,13823,4101,12540,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0256_x_001_Ascii.csv",8704
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",512,1,5.28175333110693E-04,6.37552014640754E-04,1.73905040260943E-03,4.15825257447938E-04,9456,7835,2875,12006,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_0512_x_001_Ascii.csv",17408
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1024,1,8.71943037065671E-04,1.18311215617911E-03,2.76493612309833E-03,5.24742463585159E-04,5731,4224,1808,9517,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_1024_x_001_Ascii.csv",34816
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",2048,1,1.50107931249094E-03,2.32143399734893E-03,4.75512413938418E-03,7.15699198223491E-04,3330,2154,1052,6980,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_2048_x_001_Ascii.csv",69632
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",4096,1,2.76898248998694E-03,4.48350490242477E-03,8.74437800878915E-03,1.12625435662384E-03,1806,1116,572,4437,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_4096_x_001_Ascii.csv",139264
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",8192,1,5.33993181466849E-03,8.8576462889903E-03,1.48645703808101E-02,2.22247786668511E-03,937,565,337,2250,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_8192_x_001_Ascii.csv",278528
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",16384,1,1.15007056705382E-02,1.79962822876446E-02,2.82767623002361E-02,4.28924683154381E-03,435,278,177,1166,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_16384_x_001_Ascii.csv",557056
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",32768,1,2.32610896106134E-02,3.61828689782573E-02,5.64291746851917E-02,7.60726925699557E-03,215,139,89,658,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_32768_x_001_Ascii.csv",1114112
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",65536,1,4.82669591277085E-02,7.42277756434609E-02,0.118359636587351,1.42039122745454E-02,104,68,43,352,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_65536_x_001_Ascii.csv",2228224
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",131072,1,9.98670923103276E-02,0.161686563594085,0.232639466820109,2.88959192128061E-02,51,31,22,174,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_131072_x_001_Ascii.csv",4456448
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",262144,1,0.211739062653482,0.30254487858468,0.474432548637982,6.13774155074464E-02,24,17,11,82,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_262144_x_001_Ascii.csv",8912896
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",524288,1,0.408880982206165,0.594736177929922,0.963724550153736,0.111599368473035,13,9,6,45,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_524288_x_001_Ascii.csv",17825792
32,"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1048576,1,0.881653916821258,1.23895220681736,1.95082810015013,0.241237461331486,6,5,3,21,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_32_1048576_x_001_Ascii.csv",35651584
,,,,,,,,,,,,,
,,,,,,,,,,,,,40.4371639708008
,,,,,,,,,,,,,1189328.35208238
,,,,,,,,,,,,"Chart_3_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
One column of 20-char fields with embedded breaks.",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.21(190)","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.21(190)","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
20,"""xxxxxxxx
yyyyyyyy""",1,1,2.01338867180751E-04,8.92548577526906E-05,8.59265409854745E-04,2.69178146924034E-04,24756,55625,5815,18550,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0001_x_001_Ascii.csv",26
20,"""xxxxxxxx
yyyyyyyy""",2,1,2.04208839663684E-04,9.35513739482721E-05,8.92828317231637E-04,2.53161043643465E-04,24410,53088,5597,19701,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0002_x_001_Ascii.csv",52
20,"""xxxxxxxx
yyyyyyyy""",4,1,2.07930017631514E-04,9.77123964915565E-05,9.41665859006918E-04,2.52096298366352E-04,23974,50842,5307,19784,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0004_x_001_Ascii.csv",104
20,"""xxxxxxxx
yyyyyyyy""",8,1,2.1852678493562E-04,1.0780620276707E-04,1.0472010404545E-03,2.62259104472516E-04,22815,46109,4772,19023,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0008_x_001_Ascii.csv",208
20,"""xxxxxxxx
yyyyyyyy""",16,1,2.31431133561808E-04,1.20884879639191E-04,1.27140146767481E-03,2.63093809820134E-04,21546,41147,3931,18959,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0016_x_001_Ascii.csv",416
20,"""xxxxxxxx
yyyyyyyy""",32,1,2.52289901593158E-04,1.55211727118345E-04,1.65318633058132E-03,2.85653679433148E-04,19769,32084,3024,17465,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0032_x_001_Ascii.csv",832
20,"""xxxxxxxx
yyyyyyyy""",64,1,3.04279125628766E-04,2.23163982295141E-04,2.4733437735121E-03,2.80407795774264E-04,16399,22342,2022,17791,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0064_x_001_Ascii.csv",1664
20,"""xxxxxxxx
yyyyyyyy""",128,1,4.04903478556022E-04,3.54929040010019E-04,4.04967815604307E-03,2.90776075157939E-04,12330,14063,1235,17158,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0128_x_001_Ascii.csv",3328
20,"""xxxxxxxx
yyyyyyyy""",256,1,5.75238638496515E-04,5.99736528246189E-04,7.19511128046202E-03,3.25120940789624E-04,8683,8329,695,15349,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0256_x_001_Ascii.csv",6656
20,"""xxxxxxxx
yyyyyyyy""",512,1,9.48970997744349E-04,1.10678158970704E-03,1.36026839395026E-02,4.55072252008745E-04,5266,4516,368,10972,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0512_x_001_Ascii.csv",13312
20,"""xxxxxxxx
yyyyyyyy""",1024,1,1.67659026064673E-03,2.10200050377346E-03,2.62221102754035E-02,6.07269555562306E-04,2982,2378,191,8225,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1024_x_001_Ascii.csv",26624
20,"""xxxxxxxx
yyyyyyyy""",2048,1,3.13960423367474E-03,4.11799828622414E-03,5.19116699128463E-02,7.63892813883788E-04,1593,1214,97,6540,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_2048_x_001_Ascii.csv",53248
20,"""xxxxxxxx
yyyyyyyy""",4096,1,6.02453188024333E-03,0.008170586754631,0.10380245661609,1.15379899126946E-03,830,612,49,4332,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_4096_x_001_Ascii.csv",106496
20,"""xxxxxxxx
yyyyyyyy""",8192,1,1.17713007023329E-02,1.61447019813149E-02,0.205194738819871,2.85487795649343E-03,425,310,25,1751,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_8192_x_001_Ascii.csv",212992
20,"""xxxxxxxx
yyyyyyyy""",16384,1,2.34310612125163E-02,3.23181261749054E-02,0.403850028356965,4.6794416759222E-03,214,155,13,1069,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_16384_x_001_Ascii.csv",425984
20,"""xxxxxxxx
yyyyyyyy""",32768,1,0.048893833810232,6.49741330536941E-02,0.800962152536235,8.46129563137183E-03,103,77,7,591,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_32768_x_001_Ascii.csv",851968
20,"""xxxxxxxx
yyyyyyyy""",65536,1,9.84793746629044E-02,0.130340128358649,1.60703044182012,1.48803192009524E-02,51,39,4,336,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_65536_x_001_Ascii.csv",1703936
20,"""xxxxxxxx
yyyyyyyy""",131072,1,0.19781694758883,0.261630926821115,3.23262541681763,3.27510002708759E-02,26,20,2,153,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_131072_x_001_Ascii.csv",3407872
20,"""xxxxxxxx
yyyyyyyy""",262144,1,0.396625266820799,0.525288566818952,6.50822646680465,6.13408327932726E-02,13,10,1,82,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_262144_x_001_Ascii.csv",6815744
20,"""xxxxxxxx
yyyyyyyy""",524288,1,0.803419295389513,1.05415820682249,13.1658125668211,0.12018983964991,7,5,1,42,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_524288_x_001_Ascii.csv",13631488
20,"""xxxxxxxx
yyyyyyyy""",1048576,1,1.63709211682292,2.16871973348609,27.3710648668086,0.317999370515488,4,3,1,16,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1048576_x_001_Ascii.csv",27262976
,,,,,,,,,,,,,
,,,,,,,,,,,,,16.65329380054
,,,,,,16.7193187148975,,,,,,,640511.300020768
,,,,,,5.14809860840019,,,,,,"Chart_4_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
10 columns of 17-char numeric fields (no quotes).",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.21(190)","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.21(190)","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
17,0.719057207097576,1,10,2.07813224302351E-04,9.29316902255488E-05,8.01117084550758E-04,3.14704862381429E-04,23987,53439,6237,15856,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0001_x_010_Ascii.csv",181
17,0.719057207097576,2,10,2.09195486750484E-04,1.01439866851435E-04,8.24603558733947E-04,3.13456901035237E-04,23829,48985,6059,15919,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0002_x_010_Ascii.csv",362
17,0.719057207097576,4,10,2.20021722911964E-04,1.15841328479738E-04,8.48156601020491E-04,3.16665969638275E-04,22660,42928,5891,15758,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0004_x_010_Ascii.csv",724
17,0.719057207097576,8,10,2.38284504442074E-04,1.44945784071008E-04,8.94928621574778E-04,3.34218146011247E-04,20928,34346,5584,14932,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0008_x_010_Ascii.csv",1448
17,0.719057207097576,16,10,2.81428810185344E-04,2.02330757487716E-04,1.0044205285439E-03,3.32700153333329E-04,17727,24635,4975,15000,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0016_x_010_Ascii.csv",2896
17,0.719057207097576,32,10,3.60735563226452E-04,3.16560114848114E-04,1.21674724843458E-03,3.59208489665343E-04,13837,15764,4108,13895,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0032_x_010_Ascii.csv",5792
17,0.719057207097576,64,10,5.22055749542328E-04,5.41287498443817E-04,1.65026256117207E-03,4.83862944031003E-04,9566,9227,3029,10320,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0064_x_010_Ascii.csv",11584
17,0.719057207097576,128,10,8.47188556178864E-04,9.96747633721225E-04,2.50006276998785E-03,5.20091668989789E-04,5898,5014,2000,9602,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0128_x_010_Ascii.csv",23168
17,0.719057207097576,256,10,1.48558982148039E-03,1.87793992292202E-03,4.2023874082395E-03,7.89630768158681E-04,3365,2662,1190,6327,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0256_x_010_Ascii.csv",46336
17,0.719057207097576,512,10,2.74251969986603E-03,3.68786305893476E-03,7.57692257759802E-03,2.00498254402727E-03,1823,1356,660,2493,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_0512_x_010_Ascii.csv",92672
17,0.719057207097576,1024,10,5.28231718958389E-03,7.29246886080304E-03,0.01434165277988,1.70167507013719E-03,947,686,349,2946,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_1024_x_010_Ascii.csv",185344
17,0.719057207097576,2048,10,1.03789228365835E-02,1.45668656572437E-02,0.025429004891183,2.27668929993594E-03,482,344,197,2196,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_2048_x_010_Ascii.csv",370688
17,0.719057207097576,4096,10,2.22546481533459E-02,2.99514578377993E-02,5.03829988200119E-02,3.39379994966734E-03,225,167,100,1473,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_4096_x_010_Ascii.csv",741376
17,0.719057207097576,8192,10,4.64345075608011E-02,6.01935846770122E-02,0.101846694820003,6.56817395696561E-03,108,84,50,763,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_8192_x_010_Ascii.csv",1482752
17,0.719057207097576,16384,10,9.54183422916112E-02,0.121619726344275,0.205664790819308,1.15651864435639E-02,53,42,25,433,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_16384_x_010_Ascii.csv",2965504
17,0.719057207097576,32768,10,0.19812354758953,0.247705871581785,0.415387289897035,2.66589417344858E-02,26,21,13,188,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_32768_x_010_Ascii.csv",5931008
17,0.719057207097576,65536,10,0.42381367515484,0.505089816820716,0.844791466819419,4.39379638633553E-02,12,10,6,114,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_65536_x_010_Ascii.csv",11862016
17,0.719057207097576,131072,10,0.842254816819357,1.0424450868188,1.75655950015355,0.09294381225344,6,5,3,54,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_131072_x_010_Ascii.csv",23724032
17,0.719057207097576,262144,10,1.82060383348825,2.11850566682117,3.64172106681802,0.167032697419467,3,3,2,30,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Doubles_262144_x_010_Ascii.csv",47448064
,,,,,,,,,,,,,
,,,,,,,,,,,,,26.0617181658297
,,,,,,,,,,,,,1439873.9318138
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,"Chart_5_Time_v_Cols.jpg",
,,,,,,,,,,,,"Parse Time v Num Cols. Log Scales.
8 rows of 16-char fields (no quotes).",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.21(190)","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.21(190)","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
16,"xxxxxxxxxxxxxxxx",8,1,2.05062714355283E-04,9.3473350904073E-05,8.85207546303191E-04,2.58302771004339E-04,24308,53132,5645,19360,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_001_Ascii.csv",144
16,"xxxxxxxxxxxxxxxx",8,2,2.1098924349827E-04,9.92750262859314E-05,8.4835641252752E-04,2.81041091872003E-04,23627,50047,5890,17751,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_002_Ascii.csv",280
16,"xxxxxxxxxxxxxxxx",8,4,2.21133041669827E-04,1.11945711791294E-04,8.6669589198508E-04,3.04207693064256E-04,22547,44414,5765,16402,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_004_Ascii.csv",552
16,"xxxxxxxxxxxxxxxx",8,8,2.32496967332931E-04,1.32869305782136E-04,8.90714199679331E-04,3.50170159647789E-04,21448,37453,5610,14253,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_008_Ascii.csv",1096
16,"xxxxxxxxxxxxxxxx",8,16,2.68759121062679E-04,1.78535827776014E-04,1.00880317446469E-03,4.32905361576342E-04,18561,27907,4954,11533,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_016_Ascii.csv",2184
16,"xxxxxxxxxxxxxxxx",8,32,3.29952254709571E-04,2.64171988944573E-04,1.38672103753151E-03,5.64019558565778E-04,15125,18882,3604,8855,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_032_Ascii.csv",4360
16,"xxxxxxxxxxxxxxxx",8,64,4.56648118582703E-04,4.3438964060166E-04,2.66277805534926E-03,9.1327652572107E-04,10935,11494,1878,5471,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_064_Ascii.csv",8712
16,"xxxxxxxxxxxxxxxx",8,128,6.9835862877701E-04,7.77752125105118E-04,7.17259948473774E-03,1.42346251923098E-03,7154,6424,698,3511,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_128_Ascii.csv",17416
