"Performance",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"This data generated 30-September-2021 14:37:17",,,,,,,,,,,,"Chart_1_Time_v_Rows.jpg",
,,,,,,,,,,,,"Parse Time v Num Rows. Log Scales.
One column of 1-char fields.",
"Field Length","Each Field Contains","Num Rows","Num Cols","CSVRead
v0.14","sdkn104
v1.9","ws_garcia
v3.1.5","CSV.jl
v0.8.5+","NCalls
CSVRead
v0.14","NCalls
sdkn104
v1.9","NCalls
ws_garcia
v3.1.5","NCalls
CSV.jl
v0.8.5+","File","Size"
1,"x",1,1,2.36209320673597E-04,1.77887359917921E-04,3.1746283810704E-03,2.88783643294444E-04,21168,28109,1575,17314,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0001_x_001_Ascii.csv",3
1,"x",2,1,2.43447499883958E-04,1.6609544911357E-04,3.3538761234197E-03,2.8235825615541E-04,20539,30104,1491,17708,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0002_x_001_Ascii.csv",6
1,"x",4,1,3.05162300888607E-04,1.69829209969379E-04,3.05362295482185E-03,3.2488628979857E-04,16385,29442,1638,15390,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0004_x_001_Ascii.csv",12
1,"x",8,1,2.56556295538909E-04,1.80589349173713E-04,3.21273564560819E-03,2.89636795458495E-04,19490,27688,1557,17263,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0008_x_001_Ascii.csv",24
1,"x",16,1,2.7612618180502E-04,1.93178093728893E-04,3.42264134149353E-03,2.92380562540202E-04,18108,25883,1461,17101,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0016_x_001_Ascii.csv",48
1,"x",32,1,3.15993250759306E-04,2.15747864171252E-04,3.08295000004599E-03,2.9631385563589E-04,15824,23176,1622,16874,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0032_x_001_Ascii.csv",96
1,"x",64,1,3.85807546299026E-04,2.69510564329289E-04,3.27544001320812E-03,3.02443745463344E-04,12960,18553,1527,16532,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0064_x_001_Ascii.csv",192
1,"x",128,1,5.13332727639688E-04,3.7753630804637E-04,3.76015932323705E-03,3.06692019873643E-04,9741,13245,1330,16303,"C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0128_x_001_Ascii.csv",384
