filename,time,status,numcalls
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_0512_x_001_Ascii.csv,0.00045570543200874956,OK,10972
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1024_x_001_Ascii.csv,0.0006079027355623101,OK,8225
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_1048576_x_001_Ascii.csv,0.318000003695488,OK,16
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_131072_x_001_Ascii.csv,0.032751633450875874,OK,153
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_16384_x_001_Ascii.csv,0.004680074855922203,OK,1069
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_2048_x_001_Ascii.csv,0.0007645259938837921,OK,6540
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_262144_x_001_Ascii.csv,0.06134146597327256,OK,82
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_32768_x_001_Ascii.csv,0.008461928811371831,OK,591
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_4096_x_001_Ascii.csv,0.001154432171269467,OK,4332
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_524288_x_001_Ascii.csv,0.12019047282990955,OK,42
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_65536_x_001_Ascii.csv,0.01488095238095238,OK,336
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Quoted_Strings_with-LF_length_20_8192_x_001_Ascii.csv,0.0028555111364934323,OK,1751
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1024_1024_x_008_Ascii.csv,0.009936507732149154,OK,504
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_128_1024_x_008_Ascii.csv,0.0024955089458686386,OK,2004
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16384_1024_x_008_Ascii.csv,0.14027778307596842,OK,36
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_001_Ascii.csv,0.0002589359510043436,OK,19360
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_002_Ascii.csv,0.0002816742718720072,OK,17751
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_004_Ascii.csv,0.00030484087306426044,OK,16402
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_008_Ascii.csv,0.00035080333964779346,OK,14253
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_016_Ascii.csv,0.00043353854157634613,OK,11533
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_032_Ascii.csv,0.000564652738565782,OK,8855
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_064_Ascii.csv,0.0009139097057210748,OK,5471
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_1024_Ascii.csv,0.010362318583897181,OK,483
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_128_Ascii.csv,0.0014240956992309882,OK,3511
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_2048_Ascii.csv,0.020457142226550044,OK,245
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_256_Ascii.csv,0.0026709334055582683,OK,1875
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_4096_Ascii.csv,0.043181035025366424,OK,116
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_512_Ascii.csv,0.004845930393352065,OK,1032
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_0008_x_8192_Ascii.csv,0.08111290393337127,OK,62
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_16_1024_x_008_Ascii.csv,0.0013818734256758089,OK,3619
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0001_x_001_Ascii.csv,0.0002887836432944438,OK,17314
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0002_x_001_Ascii.csv,0.00028235825615541,OK,17708
C:\Users\phili\AppData\Local\Temp\VBA-CSV\Performance\Strings_length_1_0004_x_001_Ascii.csv,0.0003248862897985705,OK,15390
